Time,Source,Source Port,Destination,Destination Port,Protocol,Length,repeats,Event,Seq,Ack,Win,Len,MSS
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,425912,1804,33580,1413,
0.66,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP Out-Of-Order,401891,1804,33580,1413,
0.87,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,404717,1804,33580,1413,
1.95,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,400478,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,400478,65535,0,
0.06,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,401891,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,401891,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,403304,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,403304,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,404717,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,404717,65535,0,
0.21,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,427325,1804,33580,1413,
3.86,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,428738,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,430151,1804,33580,1413,
3.52,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,406130,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,406130,65535,0,
0.13,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,407543,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,407543,65535,0,
0.21,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,431564,1804,33580,1413,
0.72,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP Out-Of-Order,410369,1804,33580,1413,
0.8,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,411782,1804,33580,1413,
0.23,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,413195,1804,33580,1413,
0.23,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,414608,1804,33580,1413,
1.73,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,408956,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,408956,65535,0,
0.06,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,410369,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,410369,65535,0,
11.98,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,413195,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,413195,65535,0,
0.06,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,414608,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,414608,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,416021,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,416021,65535,0,
4.58,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,417434,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,417434,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,418847,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,418847,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,421673,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,421673,65535,0,
7.07,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,424499,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,424499,65535,0,
3.65,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,427325,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,2,TCP DOM Duplicate ACK,1804,427325,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM Duplicate ACK,1804,427325,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,428738,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,428738,65535,0,
6.85,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,430151,65535,0,
0.08,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,430151,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,431564,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,431564,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,432977,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,19,TCP DOM Duplicate ACK,1804,432977,65535,0,
3.09,DOMAIN_IP,,CAMERA_IP,,TCP,60,18,TCP DOM Duplicate ACK,1804,432977,65535,0,
14.25,CAMERA_IP,,DOMAIN_IP,,TCP,1467,96,TCP PSH Retransmission,427325,1804,33580,1413,
2.32,CAMERA_IP,,DOMAIN_IP,,TCP,1467,32,TCP PSH Retransmission,428738,1804,33580,1413,
0.46,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,430151,1804,33580,1413,
50.45,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,432977,1804,33580,1413,
0.25,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,434390,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,435803,1804,33580,1413,
0.17,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,437216,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,438629,1804,33580,1413,
34.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,438629,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,438629,65535,0,
3.56,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,440042,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,10,TCP DOM Duplicate ACK,1804,440042,65535,0,
29.36,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP PSH Retransmission,379283,1804,33580,1413,
0.15,CAMERA_IP,,DOMAIN_IP,,TCP,60,30,TCP CAM Duplicate ACK,440042,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,54,30,TCP CAM Duplicate ACK,440042,1804,33580,0,
35.38,DOMAIN_IP,,CAMERA_IP,,TCP,60,9,TCP DOM Duplicate ACK,1804,440042,65535,0,
130.73,CAMERA_IP,,DOMAIN_IP,,TLSv1.2,1291,1,TLS Application Data,,,,,
0.03,CAMERA_IP,,DOMAIN_IP,,TCP,1291,11,TCP CAM PSH ACK,440042,1804,33580,1237,
31.17,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,441279,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,441279,65535,0,
11.13,DOMAIN_IP,,CAMERA_IP,,TLSv1.2,123,1,TLS Application Data,,,,,
0.02,DOMAIN_IP,,CAMERA_IP,,TLSv1.2,123,1,TLS Retransmit,,,,,
6.95,DOMAIN_IP,,CAMERA_IP,,TLSv1.2,123,1,TLS Encrypted Alert,,,,,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,123,1,TCP DOM PSH ACK,1873,441279,65535,69,
15.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,249,TCP DOM Duplicate ACK,1942,441279,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,54,249,TCP DOM Duplicate ACK,1942,441279,65535,0,
276.88,CAMERA_IP,,DOMAIN_IP,,TCP,1291,1532,TCP PSH Retransmission,440042,1804,33580,1237,
0.0,CAMERA_IP,,DOMAIN_IP,,TCP,60,61,TCP Window Update,441279,1804,32120,0,
0.11,CAMERA_IP,,DOMAIN_IP,,TCP,54,34003,TCP CAM Duplicate ACK,441279,1804,32120,0,
-0.11,CAMERA_IP,,DOMAIN_IP,,TCP,60,34186,TCP CAM Duplicate ACK,441279,1804,32120,0,
394.86,CAMERA_IP,,DOMAIN_IP,,TCP,60,15,TCP Window Update,441279,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,54,170,TCP CAM Duplicate ACK,441279,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,60,155,TCP CAM Duplicate ACK,441279,1804,33580,0,
1313.76,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP FIN,1942,441279,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP FIN,1942,441279,65535,0,
1395.1,DOMAIN_IP,,CAMERA_IP,,TCP,192,2,TCP Retransmission,1804,441279,65535,138,
105.97,CAMERA_IP,,DOMAIN_IP,,TCP,60,19306,TCP CAM ACK,441279,1943,32120,0,
0.1,CAMERA_IP,,DOMAIN_IP,,TCP,54,24,TCP CAM Duplicate ACK,441279,1943,32120,0,
0.09,CAMERA_IP,,DOMAIN_IP,,TCP,60,23,TCP CAM Duplicate ACK,441279,1943,32120,0,
1.48,CAMERA_IP,,DOMAIN_IP,,TLSv1.2,123,1,TLS Encrypted Alert,,,,,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,123,179,TCP CAM PSH ACK,441279,1943,32120,69,
0.27,CAMERA_IP,,DOMAIN_IP,,TCP,54,19189,TCP CAM ACK,441279,1943,32120,0,
12.61,DOMAIN_IP,,CAMERA_IP,,TCP,60,3939,TCP RST,1943,,0,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,54,3939,TCP RST,1943,,0,0,
