Time,Source,Source Port,Destination,Destination Port,Protocol,Length,repeats,Event,Seq,Ack,Win,Len,MSS
0.18,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,188528,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,189941,1804,33580,1413,
6.69,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,177224,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,46,TCP_DOM_Duplicate_ACK,1804,177224,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,45,TCP_DOM_Duplicate_ACK,1804,177224,65535,0,
2.94,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,191354,1804,33580,1413,
0.22,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,192767,1804,33580,1413,
0.16,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,194180,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,195593,1804,33580,1413,
0.18,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,197006,1804,33580,1413,
1.76,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,198419,1804,33580,1413,
5.04,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,178637,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,27,TCP_DOM_Duplicate_ACK,1804,178637,65535,0,
0.05,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,26,TCP_DOM_Duplicate_ACK,1804,178637,65535,0,
5.15,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,199832,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,201245,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,202658,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,204071,1804,33580,1413,
0.18,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,205484,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,206897,1804,33580,1413,
1.08,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,180050,1804,33580,1413,
0.23,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,181463,1804,33580,1413,
0.22,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,182876,1804,33580,1413,
0.23,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,184289,1804,33580,1413,
0.22,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,185702,1804,33580,1413,
0.23,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,187115,1804,33580,1413,
0.23,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,188528,1804,33580,1413,
0.87,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,208310,1804,33580,1413,
0.2,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,209723,1804,33580,1413,
0.61,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,4,TCP_Out_Of_Order,189941,1804,33580,1413,
2.28,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,187115,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,187115,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,188528,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,188528,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,189941,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,189941,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,191354,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,43,TCP_DOM_Duplicate_ACK,1804,191354,65535,0,
0.04,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,42,TCP_DOM_Duplicate_ACK,1804,191354,65535,0,
0.44,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,211136,1804,33580,1413,
3.52,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,212549,1804,33580,1413,
0.25,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,213962,1804,33580,1413,
0.2,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,215375,1804,33580,1413,
2.13,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,198419,1804,33580,1413,
0.25,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,56,TCP_PSH_Retransmission,177224,1804,33580,1413,
4.39,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,192767,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,192767,65535,0,
0.05,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,194180,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,194180,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,195593,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,195593,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,197006,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,197006,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,198419,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,2,TCP_DOM_Duplicate_ACK,1804,198419,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_Duplicate_ACK,1804,198419,65535,0,
3.46,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,199832,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,34,TCP_DOM_Duplicate_ACK,1804,199832,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,33,TCP_DOM_Duplicate_ACK,1804,199832,65535,0,
8.03,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,120,TCP_PSH_Retransmission,189941,1804,33580,1413,
1.82,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,201245,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,201245,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,202658,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,202658,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,204071,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,204071,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,205484,65535,0,
0.01,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,205484,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,206897,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,206897,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,208310,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,18,TCP_DOM_Duplicate_ACK,1804,208310,65535,0,
0.06,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,17,TCP_DOM_Duplicate_ACK,1804,208310,65535,0,
0.22,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,216788,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,218201,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,219614,1804,33580,1413,
0.18,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,221027,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,222440,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,223853,1804,33580,1413,
0.18,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,3,TCP_CAM_PSH_ACK,225266,1804,33580,1413,
3.94,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_Out_Of_Order,212549,1804,33580,1413,
0.47,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,209723,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,209723,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,211136,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,11,TCP_DOM_Duplicate_ACK,1804,211136,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,10,TCP_DOM_Duplicate_ACK,1804,211136,65535,0,
1.17,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,104,TCP_PSH_Retransmission,191354,1804,33580,1413,
0.25,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,1200,TCP_PSH_Retransmission,198419,1804,33580,1413,
1.14,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,212549,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,17,TCP_DOM_Duplicate_ACK,1804,212549,65535,0,
0.04,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,16,TCP_DOM_Duplicate_ACK,1804,212549,65535,0,
3.45,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,213962,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,213962,65535,0,
0.05,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,215375,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,215375,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,216788,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,52,TCP_DOM_Duplicate_ACK,1804,216788,65535,0,
3.89,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,51,TCP_DOM_Duplicate_ACK,1804,216788,65535,0,
0.9,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,64,TCP_PSH_Retransmission,199832,1804,33580,1413,
1.63,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,984,TCP_PSH_Retransmission,208310,1804,33580,1413,
2.51,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,156,TCP_PSH_Retransmission,209723,1804,33580,1413,
4.5,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,221027,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,221027,65535,0,
0.31,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,36,TCP_PSH_Retransmission,212549,1804,33580,1413,
1.6,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,222440,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,222440,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,223853,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,223853,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,225266,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,225266,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,226679,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,650,TCP_DOM_Duplicate_ACK,1804,226679,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,649,TCP_DOM_Duplicate_ACK,1804,226679,65535,0,
160.76,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,228092,1804,33580,1413,
0.21,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,229505,1804,33580,1413,
0.25,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,230918,1804,33580,1413,
0.09,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,232331,1804,33580,1413,
0.24,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,233744,1804,33580,1413,
0.2,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,235157,1804,33580,1413,
0.2,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,236570,1804,33580,1413,
26.25,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,233744,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,233744,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,235157,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,235157,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,236570,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,236570,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,237983,65535,0,
0.01,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,223,TCP_DOM_Duplicate_ACK,1804,237983,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,222,TCP_DOM_Duplicate_ACK,1804,237983,65535,0,
22.02,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,4,TCP_PSH_Retransmission,172985,1804,33580,1413,
1.99,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,12,TCP_PSH_Retransmission,236570,1804,33580,1413,
903.14,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TLSv1.2,1467,3,TLS_Uncaptured,,,,,
0.03,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,98,TCP_CAM_PSH_ACK,293090,1804,33580,1413,
2.85,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_unseen_segment,1804,302981,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,15,TCP_DOM_Duplicate_ACK,1804,302981,65535,0,
0.05,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,14,TCP_DOM_Duplicate_ACK,1804,302981,65535,0,
1.28,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,4852,TCP_PSH_Retransmission,293090,1804,33580,1413,
2.09,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_unseen_segment,1804,304394,65535,0,
0.01,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,304394,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_unseen_segment,1804,305807,65535,0,
0.01,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,305807,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_unseen_segment,1804,307220,65535,0,
0.01,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,3,TCP_DOM_Duplicate_ACK,1804,307220,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,3,TCP_DOM_Duplicate_ACK,1804,307220,65535,0,
1.06,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,7,TCP_CAM_PSH_ACK,308633,1804,33580,1413,
1.18,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,5,TCP_DOM_Duplicate_ACK,1804,307220,65535,0,
0.05,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,4,TCP_DOM_Duplicate_ACK,1804,307220,65535,0,
1.0,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,60,TCP_PSH_Retransmission,297329,1804,33580,1413,
0.25,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,2353,TCP_PSH_Retransmission,291677,1804,33580,1413,
0.97,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,310046,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,11,TCP_DOM_Duplicate_ACK,1804,310046,65535,0,
0.04,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,10,TCP_DOM_Duplicate_ACK,1804,310046,65535,0,
5.38,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,7,TCP_CAM_PSH_ACK,312872,1804,33580,1413,
0.22,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,8,TCP_PSH_Retransmission,249287,1804,33580,1413,
1.14,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_unseen_segment,1804,312872,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,22,TCP_DOM_Duplicate_ACK,1804,312872,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,21,TCP_DOM_Duplicate_ACK,1804,312872,65535,0,
6.6,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,314285,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,436,TCP_DOM_Duplicate_ACK,1804,314285,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,435,TCP_DOM_Duplicate_ACK,1804,314285,65535,0,
5.42,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,16,TCP_PSH_Retransmission,307220,1804,33580,1413,
0.4,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,16,TCP_PSH_Retransmission,308633,1804,33580,1413,
124.64,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,315698,1804,33580,1413,
0.18,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,317111,1804,33580,1413,
0.2,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,318524,1804,33580,1413,
0.19,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,11,TCP_CAM_PSH_ACK,319937,1804,33580,1413,
37.52,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,315698,65535,0,
0.02,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,54,1,TCP_DOM_Duplicate_ACK,1804,315698,65535,0,
0.03,DOMAIN_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,1,TCP_DOM_ACK,1804,321350,65535,0,
